code,Name
NRM,Lang Eye Centre
NRN,Novena Cancer Centre
NRO,The Dermatology Practice Skin. Hair.  Allergy. Laser
NRP,About Braces Dental Surgery
NRQ,proDENTAL Pte Ltd
NRR,proDENTAL (Haig) Pte Ltd
NRS,Q & M Dental Surgery (Tampines Central)
NRT,Smile Avenue Dentistry
NRU,WS GO SPECIALIST DENTAL
NRV,Renal Life (Hougang) Dialysis Centre Pte Ltd
NRW,Novena ENT-Head & Neck Surgery Specialist Centre
NRX,Shenton Medical Group (at Esplanade MRT Station)
NRY,The Clinic@Fusionopolis
NRZ,Vitacare Family Clinic (Punggol Central)
NS0,Fullerton Healthcare @ Gethin-Jones
NS1,Fullerton Healthcare @ Gethin-Jones
NS2,Fullerton Healthcare @ Gethin-Jones
NS3,FULLERTON HEALTHCARE
NS4,Fullerton Healthcare Screening Centre
NS5,STATS CHIPPAC CLINIC
NS6,SPECIALIST SKIN CLINIC AND ASSOCIATES PTE. LTD.
NS7,BRICKWORKS DENTAL SURGERY
NS8,Fusion Dental
NS9,Immanuel Dialysis Centre (Woodlands) Pte Ltd
NSA,RenalTeam Dialysis Centre Jurong East
NSB,The Oral Maxillofacial Practice
NSC,The Oral Maxillofacial Practice
NSF,Thomson Paediatric Centre
NSG,The New Teban Clinic
NSH,THE KID'S CLINIC
NSI,SHENTON MEDICAL GROUP
NSJ,Dr Goh Eye Neuro-ophthalmic & Low Vision Specialist
NSK,SM HANEEFA CLINIC
NSL,SUNNYVALE CLINIC & SURGERY
NSM,Q & M Medical & Aesthetic Clinic (Serangoon Garden) Pte Ltd
NSN,Q & M MEDICAL & AESTHETIC CLINIC (TAMPINES CENTRAL) PTE. LTD.
NSO,Q & M Medical Clinic (Raffles Place)
NSP,Shenton Medical Group
NSQ,"Parkway East Diabetes, Endocrine and Endovascular Clinic"
NSR,Prohealth Medical Group @Punggol Spectra Pte. Ltd.
NSS,CHEE EAR NOSE THROAT SURGERY
NST,HN Tay ENT | Head&Neck | Thyroid | Sleep Robotic Surgery
NSU,Specialist Pain International Clinic
NSV,The Eye Surgery Partners Pte Ltd
NSW,CHNG DENTAL SURGERY
NSX,Expat Dental
NSY,LAKESIDE DENTIST
NSZ,MOUTH DENTAL SURGERY
NT0,TAI DENTAL SURGERY
NT1,Orange Orthodontics & Dentofacial Orthopaedics
NT2,Princeton Dental Surgery
NT3,Smile Doctor
NT4,NOBLE DENTAL SURGERY
NT5,The Orthodontic Clinic
NT6,TLC DENTAL CENTRE
NT7,Specialist Pain International Clinic
NT8,STAR HEALTH FAMILY CLINIC
NT9,Inliven - Center for Osteoarthritis Solutions
NTA,Immanuel Dialysis Centre (Yishun) Pte Ltd
NTB,BEDOK TOWN DENTAL SURGERY
NTC,PARKWAY DENTAL PRACTICE
NTD,Specialist Dental Group
NTE,The Dental Practice (Bedok) Pte Ltd
NTF,The Dental Practice (Paya Lebar) Pte Ltd
NTG,Fullerton Healthcare @ Drs Trythall Hoy Davies (Ngee Ann City Tower B)
NTH,OneHealth Medical Group
NTI,Smiles R Us Dental (Champions Court)
NTJ,Fullerton Healthcare @ Drs Trythall Hoy Davies (Jurong Point at #B1A-19B)
NTK,KIDS CLINIC @ BISHAN
NTL,SBCC BABY & CHILD CLINIC
NTM,MYHEALTH MEDICAL CENTRE
NTN,BVH Community and Continuing Care Clinic
NTO,Healthwerkz Medical Centre (CCK)
NTP,Raffles Place Specialist Medical Centre
NTQ,SIMPLYHEALTH MEDICAL CLINIC & SURGERY
NTR,Tayka Medical Family Clinic
NTS,ChariSmile Dentistry
NTT,GATEWAY DENTAL CENTER
NTU,HO DENTAL SURGERY
NTV,Lakeview Dentist
NTW,PRODENTAL (BEDOK) PTE LTD
NTX,Smileworks @ Keat Hong Pte Ltd
NTY,VISTA DENTAL SURGERY
NTZ,WEST COAST DENTAL (MARINA) PTE LTD
NU0,CK Ng Urology & Minimally Invasive Surgery
NU1,CAPE PLASTIC SURGERY PTE LTD
NU2,A L LIM CLINIC FOR WOMEN PTE LTD
NU3,Bertha Woon General and Breast Surgery
NU5,RenalTeam dialysis centre tampines
NU6,Q & M Dental Centre (Novena)
NU7,Q & M Dental Surgery (Buangkok MRT)
NU8,GREENLIFE CLINIC & SURGERY
NU9,Accord Medical Clinic
NUA,CHINATOWN MEDICAL CENTRE
NUB,E MEDICAL CLINIC & SURGERY ( TOA PAYOH )
NUC,CLINIC FARIDAH
NUD,TAN & KOH CLINIC & SURGERY
NUE,B T GOH FAMILY CLINIC & SURGERY
NUF,ANTEH DISPENSARY
NUH,Shenton Wellness Centre
NUI,Onehealth Medical Group
NUJ,OneHealth Medical Group
NUK,RafflesMedical (White Sands)
NUL,DentalSpecialists@Scotts
NUM,Ginza Dental Surgery
NUN,HEALTHWAY DENTAL CLINIC
NUO,Lee Dentalcare Pte. Ltd.
NUP,ASCENSION DENTAL CLINIC
NUQ,RafflesDental
NUR,The Dental Specialist
NUS,UNITY DENTICARE
NUT,UNITY DENTICARE
NUU,Victoria Dentalcare (Punggol) Pte Ltd
NUV,CHIA & LEE MEDICAL & DENTAL CLINIC
NUW,BLOOD SPECIALIST CLINIC
NUX,Esther Chuwa BreastCare Practice
NUY,TAMPINES ENDOSCOPY & SURGERY CENTRE
NV0,Ravenna Urology Clinic
NV1,Prestige Radiology & Diagnostic Centre Pte Ltd
NV2,Singapore Sports and Orthopaedic Clinic
NV3,TAN CLINIC & DENTAL SURGERY
NV4,"DRS KOO, FOK & ASSOCIATES PTE LTD"
NV5,COMFORT CLINIC & SURGERY
NV7,Thomson Women's Clinic
NV8,Fortis Surgical Hospital
NV9,THE DIGESTIVE & LIVER SPECIALIST CENTRE
NVA,THE LUNG SPECIALIST CENTRE
NVB,Charles Tan Surgery
NVC,FRESENIUS MEDICAL CARE TECK WHYE DIALYSIS CLINIC
NVE,W Eye Clinic
NVF,B9 Dental Centre (Toa Payoh)
NVG,B9 Dental Centre (The Star)
NVH,Casa Dental
NVJ,Dental Icon @ Costa
NVK,Dentigiene Dental Surgery Pte Ltd
NVL,LUMINOUS DENTAL CLINIC @ BEDOK SOUTH
NVM,My Braces Clinic
NVN,RafflesDental
NVO,RafflesDental
NVP,The Dental Practice (Pasir Ris) Pte. Ltd.
NVQ,The Smile Cliniques
NVR,Theng & Partners Dental Surgeons
NVS,True Dental Studio
NVT,URBAN DENTAL LONDON
NVU,CCK FAMILY CLINIC
NVV,EC FAMILY CLINIC
NVW,EVERCARE MEDICAL CLINIC (475) PTE LTD
NVX,HALLEY MEDICAL AESTHETICS
NVY,HEALTH-LINK (AMK) MEDICAL CENTRE
NVZ,Healthpath Medical Clinic and Surgery
NW0,NEW HEALTH FAMILY CLINIC Pte Ltd
NW1,OneCare Clinic Boon Lay
NW2,RafflesMedical (Jurong Point)
NW3,CHUA KAY HIAN DENTAL SURGERY
NW4,Dhoby Dental Surgery
NW5,Le MinT's Oral Maxillofacial Surgery
NW6,PLANET DENTAL CENTRE
NW7,THONG HOE DENTAL SURGERY PTE LTD
NW8,True Dental In The City Pte Ltd
NW9,ATRIO FAMILY CLINIC (AMK) PTE. LTD.
NWA,Q & M Medical Family Clinic
NWB,Apex Heart Clinic
NWC,Family Medicine Clinic Chinatown
NWD,Fernvale Family Clinic
NWE,LIM CLINIC
NWF,Novena ENT -  Head & Neck Surgery Specialist Centre
NWG,NOVENA ENT-HEAD & NECK SURGERY SPECIALIST CENTRE
NWH,PINNACLE FAMILY CLINIC
NWI,Prudence Family Clinic
NWJ,Punggol Ripples Family Clinic
NWK,RafflesMedical (Yew Tee)
NWL,UNITY FAMILY MEDICINE CLINIC
NWM,Asian American Blood & Marrow Transplant Centre
NWN,Aloha Dental Pte Ltd
NWO,Breast Care and Surgery Centre
NWP,"CENTRE FOR UROLOGY, ROBOTIC & MINIMALLY INVASIVE SURGERY"
NWQ,Dream Plastic Surgery
NWR,SMG Orthopaedic Group
NWS,SMILEPOINT DENTAL CENTRE
NWT,Orient Dental Clinic
NWU,FARRER PARK HOSPITAL
NX0,AA DENTAL SURGERY
NX1,Beacon Ear Nose Throat Snoring Centre
NX2,J.K. LEONG (DENTAL CENTRE) PTE LTD
NX3,OncoCare Cancer Centre
NX4,SYNERGY DENTAL SPECIALISTS
NX5,DOCTORS INC MEDICAL GROUP
NX6,JOY FAMILY CLINIC
NX7,Radiant Medical + Aesthetic Centre
NX8,Rophi Clinic
NX9,Phoenix Dental Surgery
NXA,SASCO CLINIC
NXB,SHENTON MEDICAL GROUP
NXC,SHENTON MEDICAL GROUP
NXD,SHENTON MEDICAL GROUP
NXE,SHENTON MEDICAL GROUP
NXF,SINGAPORE TECHNOLOGIES AEROSPACE MEDICAL CENTRE
NXG,SINGAPORE TECHNOLOGIES MARINE LTD (MEDICAL CLINIC)
NXH,SINGAPORE TECHNOLOGIES ELECTRONICS LIMITED (IN-HOUSE MEDICAL CLINIC)
NXI,SRC Medical Centre
NXJ,ST KINETICS IN-HOUSE CLINIC
NXK,STREET 11 CLINIC
NXL,Pacific Heart Centre
NXM,Excelsior Dental Surgery
NXN,ONCOSOLUTIONS CANCER CENTER
NXO,Orthe Pte Ltd (Dialysis Centre)
NXP,Orthe Pte Ltd (Dialysis Centre)
NXQ,Orthe Pte Ltd (Dialysis Centre)
NXR,Orthe Pte Ltd (Dialysis Centre)
NXS,RENAL THERAPY SERVICES PTE LTD
NXT,RENAL THERAPY SERVICES PTE LTD
NXU,Renal Therapy Services Pte Ltd
NXV,Renal Therapy Centre Pte Ltd
NXW,Renal Therapy Centre Pte Ltd
NXX,Renal Therapy Centre Pte Ltd
NXY,Renal Therapy Centre Pte Ltd
NXZ,SMG Surgery Centre
NY0,The Orthopaedic Centre Novena
NY1,UNITY DENTICARE
NY2,VICTORIA DENTALCARE (MARINE PARADE)
NY3,AcuMed Medical Group (At Boon Lay MRT Stn)
NY4,AcuMed Medical Group
NY5,ACUMED MEDICAL GROUP
NY6,CENTRAL MEDICAL GROUP PTE LTD
NY7,Fullerton Healthcare @ Metropolis
NY8,Hisemainn Medical Clinic (Bukit Batok)
NY9,Hisemainn Medical Clinic (Jurong West)
NYA,Holland Close Clinic Pte. Ltd.
NYB,NEW TOWN CLINIC
NYC,NOVO VITA CLINIC AND SURGERY
NYD,NUTRAMED CLINIC
NYE,MW MEDICALÂ®CENTRE
NYF,Q & M MEDICAL & AESTHETIC CLINIC (FARRER PARK)
NYG,Shifa Clinic (Jurong)
NYH,YAP FAMILY CLINIC
NYI,ASPEN CLINIC
NYJ,Onecare Clinic Hougang
NYK,CLIFFORD DISPENSARY PTE LTD
NYL,"A Company for Women, Obstetrics & Gynaecology"
NYM,B. Braun Avitum Dialysis Centre
NYN,B.Braun Dialysis Centre
NYO,Dermatology Associates
NYP,SMILE CENTRAL CLINIC (At Jurong Gateway)
NYQ,Abundant Health Medical Clinic Pte Ltd
NYR,BEDOK FAMILY MEDICINE CENTRE
NYS,Etern Medical Clinic (Fernvale Palm)
NYT,HEALTHWAY MEDICAL CLINIC (AT YISHUN ST 72 BRANCH)
NYU,HEALTHWAY MEDICAL CLINIC
NYV,KHO CLINIC
NYW,RafflesMedical (Bedok North)
NYX,Q & M Dental Surgery (Boon Lay MRT) Pte Ltd
NYY,Advent Endodontics Inc Pte Ltd
NYZ,Astra Women's Specialists
NZ0,CENTRE FOR HAND AND RECONSTRUCTIVE MICROSURGERY (GLENEAGLES) PTE LTD
NZ1,Dr Leo Adult & Paediatric Eye Specialist Pte Ltd
NZ2,EH Heart Specialist Private Limited
NZ3,Eastcare Pain Specialist
NZ4,Freia Medical
NZ5,Hand Surgery Associates (Parkway East)
NZ6,HEALTHWAY DENTAL CLINIC
NZ7,Immanuel Dialysis Centre (Mayflower) Pte Ltd
NZ8,Lim Ing Ruen ENT Clinic
NZ9,Liverpool Dental & Aesthetic Clinic
NZA,Q & M Dental Surgery (Aljunied MRT)
NZB,Q & M Dental Surgery (Bt Batok Central)
NZC,RafflesDental
NZD,SMILE CENTRAL CLINIC
NZE,SYMMETRY DENTOFACIAL AESTHETICS
NZF,T32 Dental Pearl At Bedok Pte Ltd
NZG,UNITY DENTICARE
NZH,B9 MEDICAL CENTRE
NZI,BEWELL CLINIC
NZJ,Central 24HR Clinic (Jurong West)
NZK,CHONG'S MEDICAL CENTRE
NZL,Dr. Tan & Partners
NZM,E. L. CHIN FAMILY CLINIC & SURGERY PTE. LTD.
NZN,FAMILY HEALTH CLINIC
NZO,HEALTHWAY MEDICAL CLINIC
NZP,Medic Surgical & Laser Clinic
NZQ,Oasis Family Clinic
NZR,"Specialist Endocrine Clinic for Diabetes, Thyroid and Hormones"
NZS,TH Chia Medical Practice
NZT,THE CORONATION CLINIC
NZU,Thomson Wellth Clinic
NZW,Victor's Family Clinic
NZX,YEO CLINIC
NZY,YISHUNONE FAMILY CLINIC
NZZ,SENNETT MEDICAL CLINIC
O0,Universal Dental Group (Woodlands) Pte Ltd
O1,Dr Venga Clinic for Women Pte Ltd
O2,K K Ho Clinic for Women
O3,Lim Clinic & Surgery for Women
O4,Millennium Medical Group (At Woodlands)
O5,Ng Medical Centre
O6,P K Ang Family Clinic & Surgery
O7,Spring Medical Clinic (Old Airport Road)
O8,Tan's T & T Clinic & Surgery
O9,CMC Wong Binjai Clinic
OA,Dr Steven Ang Aesthetic & Family Clinic
OB,Family Health Clinic & Surgery Pte Ltd
OC,Havelock Family Clinic
OD,Healthline Family Clinic And Surgery
OE,Kallang Bahru Family Clinic Pte. Ltd.
OF,Lee Clinic
OG,Rowell Clinic & Surgery
OH,Tampines Medical Centre
OI,United Medical Clinic
OJ,Well Family Clinic & Surgery
OK,West Coast Clinic & Surgery
OL,Comwell Medical Clinic
OM,Kwong Wai Shiu Hospital
ON,Wen & Weng Medical Group
OO,Paragon Medical Centre Pte Ltd
OP,Princeton Family Clinic Pte Ltd
OQ,Ruby Medical Centre Pte Ltd
OR,Bok Family Clinic Pte Ltd
OS,Boon Lay Clinic & Surgery
OT,Dover Clinic And Surgery
OU,Focus Medical Group
OV,Geylang Bahru Clinic
OW,K N Lau Clinic
OY,Life Clinic
OZ,Pan Island Clinic & Surgery
P1,THE ONCOLOGY CENTRE
P2,HAEM-ONC CLINIC PTE LTD
P3,GYNECOLOGY CONSULTANTS CLINIC & SURGERY
P4,FOONG SURGICAL CLINIC
P5,MEDICAL & HAEMATOLOGY
P6,MIDLAND CLINIC
P7,Y O TAN MEDICAL ONCOLOGY
P8,MEDICAL ONCOLOGY CENTRE
P9,P T ANG MEDICAL ONCOLOGY CLINIC
PA,HAEMATOLOGY AND CANCER CENTRE PTE LTD
PB,DR JOANNA LIN'S MEDICAL AND CANCER CLINIC PTE LTD
PC,KARMEN WONG MEDICAL ONCOLOGY CLINIC
PE,ELIZABETH AU ONCOLOGY
PF,Popular Dental (Choa Chu Kang) Pte Ltd
PG,KS Khoo Medical Oncology
PH,Pritam's Clinic & Surgery For Women Pte Ltd
PI,Medical Oncology Specialist Clinic Pte Ltd
PJ,H L Kong Medical Oncology Pte Ltd
PK,"The Family Practice, Clinic & Surgery"
PL,YSL Bedok Clinic & Surgery Pte Ltd
PM,Kao & Tan Family Medical Centre & Surgery Pte Ltd
PN,The Family Clinic
PO,Yishun Medical Clinic
PP,Hua Mei Seniors Clinic Of Tsao Foundation
PQ,Chungkiaw Clinic Pte Ltd
PR,The Chungkiaw Family Practice Pte Ltd
PS,Drs Chan & Tang Family Clinic
PT,Eastern Clinic & Dental Surgery
PU,Healthpoint Family Clinic & Surgery
PV,MHC Family & Specialist Medical Centre (Yew Tee)
PW,MHC Medical Centre (Ang Mo Kio)
PX,Newlife Family Clinic & Surgery
PY,Vineyard Medical Clinic
PZ,West Coast Clinic & Surgery (Clementi)
QM0,Q & M DENTAL SURGERY (ADMIRALTY) PTE LTD
QM1,Q & M DENTAL SURGERY (ANG MO KIO CENTRAL) PTE LTD
QM2,Q & M DENTAL SURGERY (BRADDELL) PTE LTD
QM3,Q & M DENTAL SURGERY (BT. PANJANG) PTE LTD
QM4,Q & M DENTAL SURGERY (BT. TIMAH) PTE LTD
QM5,Q & M DENTAL SURGERY (CLEMENTI CENTRAL) PTE LTD
QM6,Q & M DENTAL SURGERY (CLEMENTI) PTE LTD
QM7,Q & M DENTAL CLINIC (CLEMENTI) PTE LTD
QM8,Q & M DENTAL SURGERY (HOUGANG PLAZA) PTE LTD
QM9,Q & M DENTAL SURGERY (HOUGANG CENTRAL) PTE LTD
QMA,Q & M DENTAL SURGERY (JELAPANG) PTE LTD
QMB,Q & M DENTAL SURGERY (JURONG EAST CENTRAL) PTE LTD
QMC,Q & M DENTAL SURGERY (KALLANG MRT) PTE LTD
QMD,Q & M DENTAL SURGERY (KHATIB) PTE LTD
QME,Q & M DENTAL SURGERY (MARSILING) PTE LTD
QMF,Q & M DENTAL SURGERY (OLD AIRPORT RD) PTE LTD
QMG,Q & M DENTAL SURGERY (PASIR RIS) PTE LTD
QMH,Q & M DENTAL SURGERY (SEMBAWANG) PTE LTD
QMI,Q & M DENTAL SURGERY (SEMBAWANG MRT) PTE LTD
QMJ,Q & M DENTAL SURGERY (SERANGOON CENTRAL) PTE LTD
QMK,Q & M DENTAL CLINIC (SERANGOON CENTRAL) PTE LTD
QML,Q & M DENTAL SURGERY (SERANGOON NORTH) PTE LTD
QMM,Q & M DENTAL SURGERY (SIMS PLACE) PTE LTD
QMO,Q & M DENTAL SURGERY (TIONG BAHRU) PTE LTD
QMP,Q & M DENTAL CLINIC (TIONG BAHRU) PTE LTD
QMQ,Q & M DENTAL SURGERY (TOA PAYOH) PTE LTD
QMR,Q & M DENTAL CLINIC (TOA PAYOH) PTE LTD
QMS,Q & M DENTAL SURGERY (TOA PAYOH CENTRAL) PTE LTD
QMT,Q & M DENTAL CLINIC (TOA PAYOH CENTRAL) PTE LTD
QMU,Q & M DENTAL SURGERY (YISHUN CENTRAL) PTE LTD
QMV,MY DENTISTS @ BOON LAY PTE LTD
QMW,Q & M DENTAL CLINIC PTE LTD
QMX,Q & M Dental Surgery (Gombak) Pte Ltd
QMY,Corporate Dental Clinic Pte Ltd (Tiong Bahru) AKA Q & M Dental Surgery (at Redhill MRT station)
QMZ,Corporate Dental Clinic Pte Ltd (Haig Rd)
R01,St Luke Hospital For The Elderly Ltd
R03,Apex Day Rehabilitation Centre for Elderly
R04,Sunlove Senior Care Centre @ Ang Mo Kio
R05,Sunshine Welfare Action Mission
R06,NTUC Eldercare Co-operative Ltd
R07,St Hildaâ€™s Community Services Centre
R08,All Saints Home (Tampines)
R09,Kwong Wai Shiu Hospital DRC
R10,Man Fut Tong Nursing Home (At Woodlands)
R11,Bright Vision Hospital DRC
R12,St Lukeâ€™s Eldercare Centre (Bukit Timah)
R13,St Lukeâ€™s Eldercare Centre (Golden Years)
R14,St Lukeâ€™s Eldercare Centre (Jurong East)
R15,St Lukeâ€™s Eldercare Centre (Whampoa)
R16,St Lukeâ€™s Eldercare Centre (Clementi)
R17,St Lukeâ€™s Eldercare Centre (Hougang)
R18,St Lukeâ€™s Eldercare Centre (Serangoon)
R19,St Lukeâ€™s Eldercare Centre (Yishun)
R21,St Luke's Eldercare Centre (Changkat)
R22,St Luke's Eldercare - Ayer Rajah
R23,St Luke's Eldercare - Tampines
R24,St Luke's Eldercare - Telok Blangah
R26,Econ Health & Wellness Centre (Queenstown)
R28,FARRER PARK HOSPITAL
R29,Thye Hua Kwan Seniors Activity Centre @ Ang Mo Kio
R30,Jamiyah Senior Care Centre
R32,St Andrewâ€™s Senior Care Joy Connect
R33,Ren Ci Senior Care Centre @ Bukit Batok
R34,PCF SPARKLE CARE @ CHANGI SIMEI
R35,ALL SAINTS HOME (YISHUN)
R36,St Lukeâ€™s Eldercare Centre (Chong Pang)
R37,St Lukeâ€™s Eldercare Centre (Nee Soon East)
R38,St Lukeâ€™s Eldercare Centre (Nee Soon Central)
R40,Kwong Wai Shiu Community Care Centre @ McNair
R41,Ren Ci @ Ang Mo Kio (Senior Care Centre)
R42,St. Andrew's Senior Care (Henderson)
R43,St. Andrew's Senior Care (Tampines)
R44,St Luke's Eldercare Centre (Ayer Rajah)
R45,St Luke's Eldercare Centre (Keat Hong)
R46,St. Andrew's Senior Care (Queenstown)
R47,Anglican Senior Centre (Hillview)
R48,St Luke's  Eldercare Centre (Rivervale)
R50,Vanguard Senior Care (Woodlands)
R51,St Luke's  Eldercare  Centre (AMK Poly)
R52,St Luke's  Eldercare Centre (Sumang)
R53,St Luke's  Eldercare Centre (Hougang Meadow)
R54,St Luke's  Eldercare Centre (Marine Parade)
R55,St Luke's Eldercare Centre (Kebun Baru)
R56,Active Global Active Ageing Hub @ Ghim Moh Edge
R57,Kwong Wai Shiu Care @ Jalan Besar
R59,All Saints Silver Lifestyle Club @ Yishun Central
R60,Active Global Active Ageing Hub @ Telok Blangah Parcview
S0,Wong Family Clinic & Surgery
S1,Prime Medical Group Pte Ltd
S2,Tan Teoh Clinic & Surgery
S3,Eden Family Clinic
S4,Eden Medical Aesthetics Pte Ltd
S5,Chua & Partners Family Clinic Pte Ltd
S6,Faber Clinic & Surgery
S7,Ho Medical Centre Pte Ltd
S8,Hosanna Medical Centre
S9,Kenneth Loo Family Clinic
SA,MHC Medical Centre
SB,Northeast (Kallang) Medical Centre Pte Ltd
SC,Pariqua Clinic
SD,Point Medical Group (Taman Jurong)
SE,Ren Medical Clinic
SF,Sefton Medical Centre Pte Ltd
SG,Vagus Specialist & Family Clinic
SI,Yip Family Clinic
SJ,Universal Dental Group (Braddell) Pte Ltd
SK,Ee Clinic
SL,Familycare Clinic & Surgery
SM,Family Health Medical Centre
SN,Kelinik Maju
SO,Milford Medical Group
SR,Neptune Healthcare Medical & Surgery
SS,Robertson Medical Practice
ST,Telok Blangah Medical Centre (Chang Zhen Pte Ltd)
SU,Clementi Family Healthpoint Clinic & Surgery
SV,Family Care Clinic & Surgery
SW,Healthwise Medical Clinic & Surgery
SX,Lifeline Medical Centre
SY,Regional Patientcare Medical Group Pte Ltd
SZ,TP Sim Family Clinic & Surgery
T0,Teh's Clinic And Surgery
T1,Drs Tang & Associates
T2,GPA Centre for Dentistry
T3,Oliver Dental Surgery Pte Ltd
T4,Robertson Choo Oehler Lee & Lye  Pte Ltd
T5,Progessive Dental Specialist PL (Mt A Dental Care)
T6,The Oral Maxillofacial Practice Pte Ltd
T7,Lim K A Oral & Maxillofacial Surgery Pte Ltd
T8,Mount Elizabeth Dental Surgery Pte Ltd
T9,My Dentist @ Gombak Pte Ltd
TA,Omni Dental Centre
TB,Q & M Dental Surgery(Bt. Batok) Pte Ltd
TC,The Surgeons Dental Surgery
TD,Aesthetics Dental Surgery
TE,DP Dental Pte Ltd
TF,De Pacific Dental Group (AMK) Pte Ltd
TG,De Pacific Dental Group (Pasir Ris) Pte Ltd
TH,De Pacific Dental Group (Jurong West) Pte Ltd
TI,Loh Fun Chee & Associates Pte Ltd
TJ,Rochor Dental Clinic
TK,The Smile Cliniques
TL,"Wong, Ong & Partners Dental Surgeons"
TM,Bethel Dental Surgery
TN,Chew & Chew Dental Surgery Pte Ltd
TO,Alpha Dental Group
TP,Family Dental Surgery
TQ,Li Dental Centre Pte Ltd
TR,Lu Ally Dental Surgery
TS,WH Dental Surgeons
TT,K C Tan's Clinic & Bright Dental Surgery
TU,Philip Goh Dental Surgery
TV,Dentaland Pte Ltd
TW,DentalPlus Clinic Pte Ltd
TX,Metro Dental @Marina
TY,Dennis Tan Dental Surgery Pte Ltd
TZ,Logos Dental Surgery
V1,PARKWAY SHENTON PTE LTD
V2,HEALTHWAY MEDICAL GROUP PTE LTD
VO,Viva Medical Clinic
W0,CCK 24-HR Family Clinic Pte Ltd
W1,B.WELL LTD
W2,SPD @ Toa Payoh
W3,ANG MO KIO COMMUNITY HOSPITAL ANG MO KIO SCHCC
W4,SATHY SAI SOCIAL SERVICES (Tembusu Rehab and Day Care Centre)
W5,SUNLOVE ABODE FOR INTELLECTUALLY INFIRMED LTD (HOUGANG - SCHCC)
W6,NEW HORIZON CENTRE (LOKE YEW - TAMPINES)
W7,Teng Clinic
W8,Tng Family Clinic
W9,Usrah Medical Clinic
WB,Medilife Clinic & Surgery
WC,Mediline Wei Min Clinic
WD,Ooi Clinic
WE,Swan's Family Clinic And Surgery Pte Ltd
WF,"Tan Yong Seng Heart, Lung & Vascular Surgery Pte Ltd"
WG,Temasek Medical Clinic
WH,Temasek Medical Clinic
WI,The Family Practice - Potong Pasir
WJ,Lo & Lee Clinic And Surgery
WK,Shenton Family Medical Clinic (Yishun)
WL,Healthplus Clinic And Surgery
WM,Arthritis + Rheumatism Specialist Medical Centre
WN,C.H.Tan Medical Clinic & Dental Surgery
WP,Chang Clinic
WQ,Doctors Inc Medical Group Pte Ltd
WR,"Drs Tang, Virabhak & Partners"
WS,Klinik Li Ling
WT,Lifesprings Family Clinic
WU,Medical Associates Park Mall
WV,Medical Union Clinic
WW,Medical Union Clinic
WX,Neo Clinic & Surgery
WY,Westside Medical Clinic
WZ,Wong Clinic & Surgery
